event_uid,dataset_version,subject,session_stamp,anchor_time_rel_s,event_type,event_level,road_type_anchor,n_window_samples,random_event_split,session_level_split,subject_level_split
vehicle_instability_allraw__rjy__2025_09_28_19_51_44__000569225,vehicle_instability_highconf_v0_1,rjy,2025_09_28_19_51_44,569.225,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000059725,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,59.725,instability_ay_roll,weak,straight,3,val,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000095175,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,95.175,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000137410,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,137.41,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000309800,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,309.8,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000338510,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,338.51,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000355835,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,355.835,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000409690,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,409.69,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000470495,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,470.495,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000500840,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,500.84,instability_ay_roll,medium_active,straight,3,val,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000544520,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,544.52,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000565245,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,565.245,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000601915,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,601.915,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_02_20__000703720,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_02_20,703.72,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000053260,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,53.26,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000083920,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,83.92,instability_ay_roll,extreme_active,straight,3,test,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000141460,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,141.46,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000176595,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,176.595,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000180710,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,180.71,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000207755,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,207.755,instability_ay_roll,strong_active,straight,3,test,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000221270,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,221.27,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000243190,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,243.19,instability_ay_roll,weak,straight,3,train,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000263080,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,263.08,instability_roll_only,strong_active,straight,3,val,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000329805,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,329.805,instability_ay_roll,extreme_active,curve,3,val,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000378840,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,378.84,instability_ay_only,extreme_active,straight,3,val,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000382075,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,382.075,instability_ay_roll,extreme_active,straight,3,val,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000404975,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,404.975,instability_ay_roll,strong_active,straight,3,test,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000465625,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,465.625,instability_ay_roll,strong_active,straight,3,val,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000547420,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,547.42,instability_ay_roll,medium_active,straight,3,train,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000560065,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,560.065,instability_ay_roll,strong_active,straight,3,test,val,train
vehicle_instability_allraw__rjy__2025_09_28_20_15_42__000576845,vehicle_instability_highconf_v0_1,rjy,2025_09_28_20_15_42,576.845,instability_ay_roll,strong_active,curve,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000101490,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,101.49,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000127395,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,127.395,instability_ay_roll,extreme_active,straight,3,test,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000139565,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,139.565,instability_ay_roll,extreme_active,straight,3,test,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000148560,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,148.56,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000197190,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,197.19,instability_ay_roll,strong_active,straight,3,val,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000234385,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,234.385,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000275545,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,275.545,instability_ay_roll,extreme_active,straight,3,test,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000301130,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,301.13,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000349320,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,349.32,instability_ay_roll,extreme_active,curve,3,val,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000380365,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,380.365,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000429020,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,429.02,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000441855,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,441.855,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000456700,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,456.7,instability_ay_roll,weak,straight,3,val,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000481115,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,481.115,instability_ay_roll,extreme_active,straight,3,test,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000496300,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,496.3,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000505285,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,505.285,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000566095,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,566.095,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000582870,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,582.87,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000633830,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,633.83,instability_ay_roll,extreme_active,curve,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000660595,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,660.595,instability_ay_roll,extreme_active,straight,3,test,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000687315,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,687.315,instability_ay_roll,medium_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_40_46__000701725,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_40_46,701.725,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000066375,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,66.375,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000131105,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,131.105,instability_ay_roll,medium_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000149055,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,149.055,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000179280,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,179.28,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000236250,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,236.25,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000300320,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,300.32,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000326790,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,326.79,instability_ay_roll,strong_active,straight,3,test,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000349545,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,349.545,instability_ay_roll,extreme_active,curve,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000386965,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,386.965,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000440380,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,440.38,instability_ay_roll,extreme_active,straight,3,test,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000453990,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,453.99,instability_ay_roll,extreme_active,straight,3,test,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000529515,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,529.515,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000534585,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,534.585,instability_ay_roll,extreme_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_08_53_44__000564000,vehicle_instability_highconf_v0_1,txj,2025_09_27_08_53_44,564.0,instability_ay_roll,strong_active,straight,3,train,val,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000032485,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,32.485,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000053330,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,53.33,instability_ay_only,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000056665,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,56.665,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000084165,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,84.165,instability_roll_only,strong_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000087745,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,87.745,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000108815,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,108.815,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000146040,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,146.04,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000174935,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,174.935,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000188350,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,188.35,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000242365,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,242.365,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000253750,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,253.75,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000296520,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,296.52,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000324715,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,324.715,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000328240,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,328.24,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000340350,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,340.35,instability_ay_roll,weak,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000386605,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,386.605,instability_ay_roll,weak,straight,3,test,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000456500,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,456.5,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000553500,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,553.5,instability_ay_roll,extreme_active,straight,3,val,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000575870,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,575.87,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_06_19__000604150,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_06_19,604.15,instability_ay_roll,strong_active,curve,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000060790,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,60.79,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000092770,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,92.77,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000118305,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,118.305,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000134270,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,134.27,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000157280,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,157.28,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000203185,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,203.185,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000243345,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,243.345,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000272265,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,272.265,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000361115,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,361.115,instability_ay_roll,extreme_active,curve,3,val,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000391680,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,391.68,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000438570,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,438.57,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000498455,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,498.455,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000503080,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,503.08,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000562130,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,562.13,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__txj__2025_09_27_09_17_11__000575805,vehicle_instability_highconf_v0_1,txj,2025_09_27_09_17_11,575.805,instability_ay_roll,medium_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000091635,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,91.635,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000177395,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,177.395,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000243820,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,243.82,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000263565,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,263.565,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000266730,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,266.73,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000286995,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,286.995,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000302720,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,302.72,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000348235,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,348.235,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000462085,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,462.085,instability_ay_roll,extreme_active,curve,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000500235,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,500.235,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000518835,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,518.835,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000628070,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,628.07,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000665155,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,665.155,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000685655,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,685.655,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000762635,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,762.635,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_23_43__000858435,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_23_43,858.435,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000050415,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_40_01,50.415,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000078865,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_40_01,78.865,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000111805,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_40_01,111.805,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000126545,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_40_01,126.545,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_40_01__000166465,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_40_01,166.465,instability_ay_roll,extreme_active,curve,3,val,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000058890,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_44_09,58.89,instability_ay_roll,extreme_active,straight,3,test,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000078030,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_44_09,78.03,instability_ay_roll,strong_active,straight,3,test,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000153840,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_44_09,153.84,instability_ay_roll,strong_active,straight,3,test,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000228005,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_44_09,228.005,instability_ay_roll,extreme_active,curve,3,train,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000253780,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_44_09,253.78,instability_ay_roll,strong_active,curve,3,val,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000388005,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_44_09,388.005,instability_ay_roll,strong_active,curve,3,train,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000449365,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_44_09,449.365,instability_ay_roll,medium_active,curve,3,train,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000471655,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_44_09,471.655,instability_ay_roll,weak,curve,3,train,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000503195,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_44_09,503.195,instability_ay_roll,medium_active,curve,3,train,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_44_09__000554145,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_44_09,554.145,instability_ay_roll,none,none,3,train,test,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000072715,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_57_17,72.715,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000106480,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_57_17,106.48,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000158715,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_57_17,158.715,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000226180,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_57_17,226.18,instability_ay_roll,strong_active,straight,3,test,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000245865,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_57_17,245.865,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000269590,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_57_17,269.59,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000282555,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_57_17,282.555,instability_ay_roll,strong_active,straight,3,train,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000402875,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_57_17,402.875,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__tyy__2025_09_28_14_57_17__000427465,vehicle_instability_highconf_v0_1,tyy,2025_09_28_14_57_17,427.465,instability_ay_roll,extreme_active,straight,3,train,train,train
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000146145,vehicle_instability_highconf_v0_1,xst,2025_09_26_11_34_18,146.145,instability_ay_roll,extreme_active,straight,3,test,train,train
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000342415,vehicle_instability_highconf_v0_1,xst,2025_09_26_11_34_18,342.415,instability_ay_roll,strong_active,straight,3,val,train,train
vehicle_instability_allraw__xst__2025_09_26_11_34_18__000697400,vehicle_instability_highconf_v0_1,xst,2025_09_26_11_34_18,697.4,instability_ay_roll,extreme_active,curve,3,val,train,train
