sample_id,event_uid,subject,session_stamp,window_config_id,default_split,random_event_split,session_level_split,subject_level_split,event_type,event_level,road_type_anchor,road_design_risk_class,label_end_rel_s,event_end_rel_s,event_duration_s,label_valid_ratio,gt_peak_abs,gt_peak_signed,gt_peak_time_s,gt_peak_direction,gt_reversal_count,gt_tail_abs,gt_tail_signed,gt_tail_over_peak,gt_peak_near_label_end,gt_tail_unsettled,label_response_unsettled_flag,event_duration_exceeds_label,post2_range_abs,post2_change_from_2s_abs,post2_substantial_change
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000615805__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000615805,zx,2025_09_27_16_32_00,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,instability_extreme,design_high_risk_surface,design_high_risk_surface,3.0,638.76,22.955,1.0,0.04521012306213379,-0.04521012306213379,2.9749999046325684,-1,0,0.04521012306213379,-0.04521012306213379,1.0,True,False,True,True,0.021650075912475586,0.021650075912475586,False
vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_32_00__000645585,zx,2025_09_27_16_32_00,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,strong_active,straight,design_high_risk_surface,3.0,661.455,15.87,1.0,0.9735440015792847,-0.9735440015792847,1.8949999809265137,-1,2,0.04782196879386902,0.04782196879386902,0.049121527857284464,False,False,False,True,0.9981530606746674,0.9981530606746674,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000078890,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,val,val,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,83.265,4.375,1.0,1.9704800844192505,1.9704800844192505,1.6699999570846558,1,2,0.5167919397354126,0.5167919397354126,0.26226702001290414,False,False,False,True,1.3899778127670288,1.3899778127670288,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000087075,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,val,val,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,93.96,6.885,1.0,2.743656635284424,-2.743656635284424,2.0799999237060547,-1,2,0.6597352623939514,0.6597352623939514,0.24045839188093568,False,False,False,True,3.4033918976783752,3.3616815209388733,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000111180__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000111180,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,121.34,10.16,1.0,1.4583969116210938,1.4583969116210938,1.3849999904632568,1,3,0.9138590693473816,-0.9138590693473816,0.6266189005649865,False,True,True,True,1.6961141228675842,1.6961141228675842,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000152930,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,extreme_active,curve,design_curve_context,3.0,162.89,9.96,1.0,2.005558967590332,-2.005558967590332,2.0850000381469727,-1,2,0.17191332578659058,0.17191332578659058,0.08571840996185891,False,False,False,True,2.5450409650802612,2.5029813051223755,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000212495__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000212495,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,instability_medium,design_curve_context,design_curve_context,3.0,214.23,1.735,1.0,2.9642677307128906,2.9642677307128906,3.0,1,0,2.9642677307128906,2.9642677307128906,1.0,True,True,True,True,2.8658275604248047,2.8658275604248047,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000217955__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000217955,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,strong_active,curve,design_curve_context,3.0,221.385,3.43,1.0,0.4825800657272339,0.4825800657272339,1.5750000476837158,1,0,0.46564996242523193,0.46564996242523193,0.9649175245635379,False,True,True,True,0.01343989372253418,0.012569904327392578,False
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000237520__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000237520,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,strong_active,curve,design_curve_context,3.0,251.875,14.355,1.0,1.7753500938415527,-1.7753500938415527,3.0,-1,1,1.7753500938415527,-1.7753500938415527,1.0,True,True,True,True,1.77413010597229,1.77413010597229,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000263295,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,270.135,6.84,1.0,1.891584873199463,1.891584873199463,1.2350000143051147,1,6,0.3307400345802307,-0.3307400345802307,0.17484810714351437,False,False,False,True,1.2971290349960327,0.7894120067358017,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000293010,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,strong_active,straight,design_regular_road,3.0,299.195,6.185,1.0,1.3250539302825928,1.3250539302825928,2.244999885559082,1,4,0.23003500699996948,0.23003500699996948,0.17360425997975054,False,False,False,True,1.0950189232826233,0.8869765400886536,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000316255,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,extreme_active,straight,design_special_event_segment,3.0,322.765,6.51,1.0,3.1869680881500244,3.1869680881500244,1.4950000047683716,1,2,0.5906221866607666,-0.5906221866607666,0.185324160871536,False,False,False,True,2.607177495956421,2.607177495956421,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000327995__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000327995,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,extreme_active,straight,design_special_event_segment,3.0,341.985,13.99,1.0,0.19373011589050293,-0.19373011589050293,2.890000104904175,-1,1,0.19373011589050293,-0.19373011589050293,1.0,True,False,True,True,0.05760002136230469,0.05742001533508301,False
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000387440__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000387440,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,strong_active,curve,design_regular_road,3.0,410.35,22.91,1.0,0.8798205852508545,0.8798205852508545,2.259999990463257,1,3,0.5831145644187927,0.5831145644187927,0.6627653116942417,False,True,True,True,0.29670602083206177,0.16737699508666992,False
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000420380__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000420380,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,medium_active,straight,design_curve_context,3.0,435.925,15.545,1.0,0.6871359944343567,0.6871359944343567,2.5850000381469727,1,8,0.44819962978363037,0.44819962978363037,0.6522720879330207,False,True,True,True,0.23893636465072632,0.23823833465576172,False
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000444410__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000444410,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,val,val,val,instability_ay_roll,instability_extreme,design_curve_context,design_curve_context,3.0,448.07,3.66,1.0,0.9536499977111816,0.9536499977111816,3.0,1,0,0.9536499977111816,0.9536499977111816,1.0,True,True,True,True,0.9307799339294434,0.9307799339294434,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000451415__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000451415,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,val,val,val,instability_ay_roll,instability_extreme,design_curve_context,design_curve_context,3.0,463.35,11.935,1.0,0.13718008995056152,0.13718008995056152,3.0,1,0,0.13718008995056152,0.13718008995056152,1.0,True,False,True,True,0.04485011100769043,0.04485011100769043,False
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000489640__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000489640,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,498.17,8.53,1.0,2.3237314224243164,2.3237314224243164,2.869999885559082,1,6,2.251650810241699,2.251650810241699,0.9689806612386312,True,True,True,True,3.98075008392334,3.819480061531067,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000501045__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000501045,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,test,val,val,instability_roll_only,extreme_active,straight,design_regular_road,3.0,501.4,0.355,1.0,3.0801568031311035,-3.0801568031311035,3.0,-1,2,3.0801568031311035,-3.0801568031311035,1.0,True,True,True,True,0.5094623565673828,0.5091133117675781,False
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000508785__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000508785,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,val,val,val,instability_ay_roll,instability_strong,design_regular_road,design_regular_road,3.0,520.43,11.645,1.0,3.7679901123046875,3.7679901123046875,2.2750000953674316,1,1,3.703589916229248,3.703589916229248,0.9829086079963067,False,True,True,True,0.07486987113952637,0.07486987113952637,False
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000580640__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000580640,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,test,val,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,597.005,16.365,1.0,1.7772705554962158,1.7772705554962158,2.865000009536743,1,4,1.5982005596160889,1.5982005596160889,0.8992443804763701,True,True,True,True,1.647589921951294,1.647589921951294,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000599550,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,strong_active,straight,design_high_risk_surface,3.0,602.835,3.285,1.0,0.9925658702850342,-0.9925658702850342,2.315000057220459,-1,3,0.24085485935211182,-0.24085485935211182,0.2426588164702316,False,False,False,True,0.7517110109329224,0.6859110593795776,True
vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_16_46_13__000632670,zx,2025_09_27_16_46_13,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,weak,curve,design_high_risk_surface,3.0,680.27,47.6,1.0,0.5733399987220764,0.5733399987220764,1.1100000143051147,1,3,0.023212991654872894,-0.023212991654872894,0.04048730544984229,False,False,False,True,0.29792799055576324,0.29792799055576324,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000103335,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,strong_active,straight,design_regular_road,3.0,108.225,4.89,1.0,1.7589459419250488,1.7589459419250488,1.3550000190734863,1,2,0.0040149688720703125,-0.0040149688720703125,0.002282599354745489,False,False,False,True,1.2316789627075195,1.2316789627075195,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000127510__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000127510,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,143.0,15.49,1.0,1.3133609294891357,-1.3133609294891357,2.7100000381469727,-1,2,0.7422879934310913,-0.7422879934310913,0.565182027852635,True,True,True,True,0.5710729360580444,0.5356429219245911,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000151260__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000151260,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,strong_active,straight,design_curve_context,3.0,158.87,7.61,1.0,0.46041804552078247,0.46041804552078247,3.0,1,2,0.46041804552078247,0.46041804552078247,1.0,True,True,True,True,0.9072220325469971,0.9072220325469971,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000172360__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000172360,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,extreme_active,straight,design_curve_context,3.0,195.685,23.325,1.0,1.9209060668945312,-1.9209060668945312,2.4549999237060547,-1,1,0.915075957775116,-0.915075957775116,0.4763772542269548,False,True,True,True,1.0058301091194153,0.8454399704933167,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000198435__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000198435,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,test,train,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,208.375,9.94,1.0,1.887049913406372,-1.887049913406372,1.875,-1,3,0.9728498458862305,0.9728498458862305,0.5155400707605604,False,True,True,True,2.909459948539734,2.909459948539734,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000249170__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000249170,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,test,train,val,instability_ay_roll,extreme_active,straight,design_special_event_segment,3.0,254.66,5.49,1.0,2.5631861686706543,2.5631861686706543,1.309999942779541,1,3,0.8492767810821533,0.8492767810821533,0.3313363623222943,False,True,True,True,1.8399302959442139,1.8399302959442139,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000272865__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000272865,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,instability_extreme,design_special_event_segment,design_special_event_segment,3.0,279.485,6.62,1.0,0.16563010215759277,0.16563010215759277,3.0,1,0,0.16563010215759277,0.16563010215759277,1.0,True,False,True,True,0.10157012939453125,0.10157012939453125,False
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000288060__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000288060,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,medium_active,straight,design_special_event_segment,3.0,290.575,2.515,1.0,0.1319500207901001,-0.1319500207901001,3.0,-1,0,0.1319500207901001,-0.1319500207901001,1.0,True,False,True,True,0.09408009052276611,0.09390008449554443,False
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000293155__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000293155,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,medium_active,straight,design_special_event_segment,3.0,295.515,2.36,1.0,1.2521040439605713,-1.2521040439605713,3.0,-1,3,1.2521040439605713,-1.2521040439605713,1.0,True,True,True,True,1.1693741083145142,1.1693741083145142,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000380385__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000380385,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,val,train,val,instability_ay_roll,strong_active,straight,design_curve_context,3.0,393.405,13.02,1.0,1.2341220378875732,1.2341220378875732,1.2300000190734863,1,2,0.4316199719905853,-0.4316199719905853,0.3497384851253303,False,True,True,True,0.8468334674835205,0.8468334674835205,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000402025__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000402025,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,strong_active,straight,design_curve_context,3.0,404.125,2.1,1.0,0.7393217086791992,0.7393217086791992,1.0499999523162842,1,7,0.3722792863845825,0.3722792863845825,0.5035416680103453,False,True,True,True,0.08307760953903198,0.07627090811729431,False
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000407380__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000407380,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,weak,straight,design_regular_road,3.0,408.455,1.075,1.0,0.3284713625907898,0.3284713625907898,2.630000114440918,1,5,0.32829737663269043,0.32829737663269043,0.9994703162043501,False,True,True,True,0.016231000423431396,0.016231000423431396,False
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000412950,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,437.6,24.65,1.0,2.0647270679473877,-2.0647270679473877,2.200000047683716,-1,2,0.22724202275276184,0.22724202275276184,0.11005910964235603,False,False,False,True,2.294412076473236,2.035401999950409,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000471995__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000471995,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,test,train,val,instability_ay_roll,strong_active,straight,design_regular_road,3.0,476.265,4.27,1.0,1.0335842370986938,-1.0335842370986938,2.0299999713897705,-1,5,0.6995282173156738,-0.6995282173156738,0.6767984574525568,False,True,True,True,0.37367498874664307,0.370358943939209,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000486315__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000486315,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,test,train,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,499.15,12.835,1.0,1.1735589504241943,1.1735589504241943,2.990000009536743,1,1,1.1735589504241943,1.1735589504241943,1.0,True,True,True,True,1.1014769673347473,1.1014769673347473,True
vehicle_instability_allraw__zx__2025_09_27_17_14_07__000504955__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_14_07__000504955,zx,2025_09_27_17_14_07,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,instability_strong,design_high_risk_surface,design_high_risk_surface,3.0,512.68,7.725,1.0,0.02146005630493164,-0.02146005630493164,2.875,-1,0,0.021290063858032227,-0.021290063858032227,0.992078657926897,True,False,True,True,0.006979942321777344,0.006979942321777344,False
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000018420,zx,2025_09_27_17_25_16,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,strong_active,straight,design_regular_road,3.0,21.63,3.21,1.0,1.8886197805404663,-1.8886197805404663,1.9850000143051147,-1,11,0.14294280111789703,-0.14294280111789703,0.07568638356471682,False,False,False,True,1.744976982474327,1.744976982474327,True
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000055950,zx,2025_09_27_17_25_16,pre3_label3_response_coverage,train,test,train,val,instability_ay_roll,strong_active,straight,design_regular_road,3.0,58.93,2.98,1.0,1.3517570495605469,1.3517570495605469,1.315000057220459,1,5,0.18465623259544373,0.18465623259544373,0.13660460114151063,False,False,False,True,0.36006227135658264,0.2600546181201935,False
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000082240__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000082240,zx,2025_09_27_17_25_16,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,90.1,7.86,1.0,1.3058600425720215,-1.3058600425720215,2.865000009536743,-1,5,1.292240023612976,-1.292240023612976,0.989570077561896,True,True,True,True,1.8683800101280212,1.8683800101280212,True
vehicle_instability_allraw__zx__2025_09_27_17_25_16__000123645__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_25_16__000123645,zx,2025_09_27_17_25_16,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,extreme_active,curve,design_curve_context,3.0,131.035,7.39,1.0,3.1265869140625,-3.1265869140625,2.6500000953674316,-1,5,2.2294869422912598,-2.2294869422912598,0.7130737137879202,True,True,True,True,0.8970999717712402,0.6553699970245361,True
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000047060__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000047060,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,medium_active,straight,design_regular_road,3.0,55.42,8.36,1.0,1.4039430618286133,1.4039430618286133,2.365000009536743,1,2,0.4749040901660919,0.4749040901660919,0.33826449453550983,False,True,True,True,0.9290389716625214,0.7319909036159515,True
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000065380__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000065380,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,val,train,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,73.74,8.36,1.0,2.9110400676727295,-2.9110400676727295,1.815000057220459,-1,4,1.5437400341033936,1.5437400341033936,0.5303053198225325,False,True,True,True,4.691620111465454,4.691620111465454,True
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000082590__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000082590,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,102.585,19.995,1.0,1.1241600513458252,-1.1241600513458252,3.0,-1,2,1.1241600513458252,-1.1241600513458252,1.0,True,True,True,True,0.6820697784423828,0.6820697784423828,True
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000119620__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000119620,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,test,train,val,instability_ay_roll,strong_active,straight,design_regular_road,3.0,136.04,16.42,1.0,0.6152278184890747,0.6152278184890747,2.990000009536743,1,5,0.6152278184890747,0.6152278184890747,1.0,True,True,True,True,0.6250029504299164,0.5489069521427155,True
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000148095__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000148095,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,instability_extreme,design_curve_context,design_curve_context,3.0,168.7,20.605,1.0,0.31590503454208374,0.31590503454208374,2.9800000190734863,1,2,0.31590503454208374,0.31590503454208374,1.0,True,True,True,True,0.1743590384721756,0.1743590384721756,False
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000177210,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,extreme_active,curve,design_curve_context,3.0,195.085,17.875,1.0,1.1142178773880005,1.1142178773880005,2.25,1,4,0.29426294565200806,-0.29426294565200806,0.26409820881875673,False,False,False,True,1.4084808230400085,1.3575168251991272,True
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000199530,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,extreme_active,curve,design_curve_context,3.0,208.155,8.625,1.0,0.35342949628829956,0.35342949628829956,2.115000009536743,1,2,0.1623150110244751,-0.1623150110244751,0.4592571155749589,False,False,False,True,0.5157445073127747,0.4984658360481262,True
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000225970__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000225970,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,strong_active,curve,design_curve_context,3.0,241.005,15.035,1.0,1.1356849670410156,1.1356849670410156,2.994999885559082,1,5,1.1356849670410156,1.1356849670410156,1.0,True,True,True,True,0.6595596075057983,0.6595596075057983,True
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000244175__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000244175,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,weak,curve,design_curve_context,3.0,245.63,1.455,1.0,0.4471530020236969,0.4471530020236969,1.2599999904632568,1,8,0.12077601253986359,0.12077601253986359,0.2700999702411996,False,False,False,True,0.2485356479883194,0.2485356479883194,False
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000302795__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000302795,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,strong_active,curve,design_curve_context,3.0,320.105,17.31,1.0,0.5754349827766418,0.5754349827766418,3.0,1,5,0.5754349827766418,0.5754349827766418,1.0,True,True,True,True,1.017527014017105,0.7920310199260712,True
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000364530__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000364530,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,strong_active,curve,design_curve_context,3.0,374.625,10.095,1.0,1.3726979494094849,-1.3726979494094849,1.5850000381469727,-1,3,0.9206620454788208,0.9206620454788208,0.6706952872442743,False,True,True,True,2.0947399139404297,2.0947399139404297,True
vehicle_instability_allraw__zx__2025_09_27_17_29_08__000402560__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_29_08__000402560,zx,2025_09_27_17_29_08,pre3_label3_response_coverage,train,train,train,val,instability_ay_roll,extreme_active,curve,design_curve_context,3.0,418.58,16.02,1.0,1.3044590950012207,1.3044590950012207,2.009999990463257,1,2,1.0075799226760864,-1.0075799226760864,0.7724120492066051,False,True,True,True,2.312039017677307,2.3104679584503174,True
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000092045__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000092045,zx,2025_09_27_17_45_11,pre3_label3_response_coverage,val,train,val,val,instability_ay_roll,extreme_active,straight,design_regular_road,3.0,100.735,8.69,1.0,1.1674509048461914,1.1674509048461914,1.5,1,2,0.6824219822883606,-0.6824219822883606,0.5845401973269856,False,True,True,True,1.6360699534416199,1.620536983013153,True
vehicle_instability_allraw__zx__2025_09_27_17_45_11__000135280__pre3_label3_response_coverage,vehicle_instability_allraw__zx__2025_09_27_17_45_11__000135280,zx,2025_09_27_17_45_11,pre3_label3_response_coverage,val,val,val,val,instability_ay_roll,extreme_active,curve,design_curve_context,3.0,146.49,11.21,1.0,2.6780359745025635,-2.6780359745025635,2.4549999237060547,-1,1,0.8131460547447205,-0.8131460547447205,0.3036352246521855,False,True,True,True,1.864889919757843,1.2871800065040588,True
