episode_uid,episode_group_id,episode_group_cn,manual_decision_v1_1,review_panel_path,trajectory_3d_path
rec_v1_yzy_2025_09_27_14_13_03_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0016,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0018,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0019,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0020,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_13_03_0021,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0022,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_13_03_0023,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_13_03_0024,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_26_04_0000,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_26_04_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0002,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_26_04_0003,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0004,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0009,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_26_04_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0011,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0013,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0016,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_26_04_0017,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0019,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0020,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0021,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0022,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_26_04_0023,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0024,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0025,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0026,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_26_04_0027,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_37_08_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0003,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_37_08_0004,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_14_37_08_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0007,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0014,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0016,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0020,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0021,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0022,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0023,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0024,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_14_37_08_0025,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_15_04_26_0000,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_15_04_26_0001,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_04_26_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_04_26_0003,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_15_07_57_0000,review,需要复核,暂不进入训练,,
rec_v1_yzy_2025_09_27_15_07_57_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0005,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0013,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0014,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0016,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0017,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0018,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_yzy_2025_09_27_15_07_57_0019,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_14_51_0000,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_14_51_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_14_51_0002,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_14_51_0003,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_14_51_0004,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_14_51_0005,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_14_51_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_14_51_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_14_51_0008,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_21_51_0000,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_21_51_0001,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_21_51_0002,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_21_51_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_21_51_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_21_51_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_21_51_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_21_51_0007,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_27_09_0000,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0003,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0004,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_27_09_0005,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0008,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_27_09_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0010,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_27_09_0011,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_27_09_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0014,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_27_09_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_27_09_0016,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_37_30_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0006,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0007,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0008,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0010,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_37_30_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_37_30_0012,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_52_46_0000,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_52_46_0001,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_52_46_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_52_46_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_52_46_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_52_46_0005,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_52_46_0006,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_52_46_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_52_46_0008,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_52_46_0009,review,边界复核样本,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_52_46_0010,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_52_46_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_52_46_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_52_46_0013,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_52_46_0014,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_52_46_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_15_52_46_0016,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_15_52_46_0017,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_16_03_48_0000,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_16_03_48_0001,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_16_03_48_0002,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0003,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0005,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0007,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0011,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0013,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0014,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_16_03_48_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0016,review,需要复核,暂不进入训练,,
rec_v1_zdq_2025_09_26_16_03_48_0017,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zdq_2025_09_26_16_03_48_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0001,review,需要复核,暂不进入训练,,
rec_v1_zt_2025_09_28_11_20_08_0002,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0003,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0005,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0015,review,边界复核样本,暂不进入训练,,
rec_v1_zt_2025_09_28_11_20_08_0016,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0017,review,需要复核,暂不进入训练,,
rec_v1_zt_2025_09_28_11_20_08_0018,review,需要复核,暂不进入训练,,
rec_v1_zt_2025_09_28_11_20_08_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0020,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0021,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0022,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0023,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0024,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zt_2025_09_28_11_20_08_0025,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_16_32_00_0000,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_16_32_00_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0003,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0016,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0020,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0021,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_32_00_0022,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0001,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0005,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_16_46_13_0006,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0008,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0010,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_16_46_13_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0014,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_16_46_13_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0016,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0017,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0020,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0021,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0022,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0023,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_16_46_13_0024,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_17_14_07_0000,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0001,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_17_14_07_0002,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0003,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0004,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0005,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0006,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_17_14_07_0007,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0008,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0009,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0010,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0011,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0012,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0013,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0014,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0015,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0016,review,边界复核样本,暂不进入训练,,
rec_v1_zx_2025_09_27_17_14_07_0017,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_17_14_07_0018,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0019,core_extreme,核心极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0020,conservative_extreme,保守/弱操作极限样本,保留为主训练候选,,
rec_v1_zx_2025_09_27_17_14_07_0021,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_17_14_07_0022,review,需要复核,暂不进入训练,,
rec_v1_zx_2025_09_27_17_25_16_0000,review,需要复核,暂不进入训练,,
