sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,anchor_time_abs_s,window_config_id,input_start_rel_s,input_end_rel_s,label_start_rel_s,label_end_rel_s,anchor_source,causal_setting,event_type,event_level,road_type_anchor,is_curve,curvature_anchor,instability_review_score,road_guided_instability_score,codex_recommended_decision,road_guided_recommended_decision,vehicle_relative_path,vehicle_absolute_path,vehicle_sha256,anchor_idx_oldcode,event_start_rel_s,event_end_rel_s,event_duration_s,split,random_event_split,session_level_split,subject_level_split,array_row,vehicle_raw_relative_path,vehicle_raw_sha256,input_valid_ratio,label_valid_ratio,anchor_steer
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000399045__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000399045,yzy,2025_09_27_14_37_08,399.045,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,68.43,99.93,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_37_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_37_08_vehicle.csv,104d64b19efee3e4683f6f23d05a15a1229be15ce7e51607db23a9b6c734fa24,79809,399.045,409.29,10.245,val,train,val,train,668,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_37_08_vehicle.csv,104d64b19efee3e4683f6f23d05a15a1229be15ce7e51607db23a9b6c734fa24,1.0,1.0,0.1630139946937561
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000462770__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000462770,yzy,2025_09_27_14_37_08,462.77,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,0.0,66.87,87.34,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_37_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_37_08_vehicle.csv,104d64b19efee3e4683f6f23d05a15a1229be15ce7e51607db23a9b6c734fa24,92554,462.77,463.71,0.94,val,train,val,train,669,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_37_08_vehicle.csv,104d64b19efee3e4683f6f23d05a15a1229be15ce7e51607db23a9b6c734fa24,1.0,1.0,-0.58747798204422
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000466240__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000466240,yzy,2025_09_27_14_37_08,466.24,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,71.56,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_37_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_37_08_vehicle.csv,104d64b19efee3e4683f6f23d05a15a1229be15ce7e51607db23a9b6c734fa24,93248,466.24,487.565,21.325,val,train,val,train,670,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_37_08_vehicle.csv,104d64b19efee3e4683f6f23d05a15a1229be15ce7e51607db23a9b6c734fa24,1.0,1.0,-0.29234299063682556
vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000538170__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_14_37_08__000538170,yzy,2025_09_27_14_37_08,538.17,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,60.98,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_37_08_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_14_37_08_vehicle.csv,104d64b19efee3e4683f6f23d05a15a1229be15ce7e51607db23a9b6c734fa24,107634,538.17,553.935,15.765,val,train,val,train,671,原始车辆数据/yzy/Entity_Recording_2025_09_27_14_37_08_vehicle.csv,104d64b19efee3e4683f6f23d05a15a1229be15ce7e51607db23a9b6c734fa24,1.0,1.0,-0.4026469886302948
vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_04_26__000063290,yzy,2025_09_27_15_04_26,63.29,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,94.25,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_04_26_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_04_26_vehicle.csv,1cfb562beb8969dc65e320b4cc4486d0d7f86ef9312196424050db7927f1e755,12658,63.29,70.365,7.075,train,train,train,train,672,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_04_26_vehicle.csv,1cfb562beb8969dc65e320b4cc4486d0d7f86ef9312196424050db7927f1e755,1.0,1.0,-0.26511499285697937
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000086015__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000086015,yzy,2025_09_27_15_07_57,86.015,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,0,0.0,73.43,98.87,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,17203,86.015,101.48,15.465,train,train,train,train,673,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,-0.35499998927116394
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000130900__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000130900,yzy,2025_09_27_15_07_57,130.9,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,1,-0.00729802,68.79,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,26180,130.9,154.005,23.105,train,train,train,train,674,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,-0.3515090048313141
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000162845,yzy,2025_09_27_15_07_57,162.845,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,curve,0,0.0,61.77,95.77,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,32569,162.845,179.635,16.79,train,train,train,train,675,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,0.2164209932088852
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000200590__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000200590,yzy,2025_09_27_15_07_57,200.59,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,94.87,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,40118,200.59,208.17,7.58,train,train,train,train,676,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,-0.48397961258888245
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000212890__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000212890,yzy,2025_09_27_15_07_57,212.89,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_extreme,design_special_event_segment,0,-0.0,87.62,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,42578,212.89,218.245,5.355,train,train,train,train,677,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,5.118879795074463
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000221360__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000221360,yzy,2025_09_27_15_07_57,221.36,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,89.22,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,44272,221.36,227.555,6.195,train,test,train,train,678,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,1.3407599925994873
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000251245__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000251245,yzy,2025_09_27_15_07_57,251.245,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,54.19,84.1,needs_human_review,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,50249,251.245,259.86,8.615,train,test,train,train,679,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,-0.38763800263404846
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000292475,yzy,2025_09_27_15_07_57,292.475,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,weak,straight,0,0.0,68.91,89.01,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,58495,292.475,317.8,25.325,train,train,train,train,680,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,-0.2281150072813034
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000328880,yzy,2025_09_27_15_07_57,328.88,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,medium_active,straight,1,0.0,64.27,90.05,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,65776,328.88,332.905,4.025,train,train,train,train,681,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,-0.3848453164100647
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000352710__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000352710,yzy,2025_09_27_15_07_57,352.71,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,weak,straight,1,4.19e-06,70.01,86.7,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,70542,352.71,353.97,1.26,train,train,train,train,682,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,-0.4176570177078247
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000358900,yzy,2025_09_27_15_07_57,358.9,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,74.0,100.0,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,71780,358.9,363.48,4.58,train,train,train,train,683,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,-0.5595530271530151
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000379050__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000379050,yzy,2025_09_27_15_07_57,379.05,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,59.86,85.72,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,75810,379.05,390.425,11.375,train,train,train,train,684,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,0.22357699275016785
vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025__pre1_label2_event_trigger,vehicle_instability_allraw__yzy__2025_09_27_15_07_57__000447025,yzy,2025_09_27_15_07_57,447.025,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,0.0,59.33,92.32,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\yzy\Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,89405,447.025,463.94,16.915,train,train,train,train,685,原始车辆数据/yzy/Entity_Recording_2025_09_27_15_07_57_vehicle.csv,b7a13b62c82086e8172a313e45119147944a20733190a58e3da3e9c8c6bf3b05,1.0,1.0,-0.31852298974990845
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000059525__pre1_label2_event_trigger,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000059525,zdq,2025_09_26_15_14_51,59.525,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,76.01,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301,11905,59.525,66.395,6.87,train,train,train,train,686,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301,1.0,1.0,-0.0513131245970726
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000154090__pre1_label2_event_trigger,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000154090,zdq,2025_09_26_15_14_51,154.09,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,1,-0.00729802,96.8,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301,30818,154.09,177.635,23.545,train,train,train,train,687,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301,1.0,1.0,-0.513824999332428
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960__pre1_label2_event_trigger,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000239960,zdq,2025_09_26_15_14_51,239.96,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,97.15,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301,47992,239.96,247.945,7.985,train,train,train,train,688,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301,1.0,1.0,-0.5609490275382996
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000251485__pre1_label2_event_trigger,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000251485,zdq,2025_09_26_15_14_51,251.485,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,-0.0,85.2,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301,50297,251.485,259.095,7.61,train,train,train,train,689,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301,1.0,1.0,-4.32125997543335
vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000265140__pre1_label2_event_trigger,vehicle_instability_allraw__zdq__2025_09_26_15_14_51__000265140,zdq,2025_09_26_15_14_51,265.14,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,instability_strong,design_special_event_segment,0,0.0,76.14,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301,53028,265.14,277.475,12.335,train,train,train,train,690,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_14_51_vehicle.csv,b93de0274f1bbec55e4ea61b6b1d922d0b71345c686b6082a4f2ba25941a8301,1.0,1.0,-5.900090217590332
vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945__pre1_label2_event_trigger,vehicle_instability_allraw__zdq__2025_09_26_15_21_51__000231945,zdq,2025_09_26_15_21_51,231.945,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,strong_active,straight,0,-0.0,71.14,99.7,auto_accept_instability_medium,hybrid_accept_high,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_21_51_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_21_51_vehicle.csv,6ea1e18ffa5e63cc3e10e21a188a437621347a64a477b06e1f7decd7c011ba40,46389,231.945,246.165,14.22,train,train,train,train,691,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_21_51_vehicle.csv,6ea1e18ffa5e63cc3e10e21a188a437621347a64a477b06e1f7decd7c011ba40,1.0,1.0,-0.4066619873046875
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000048660__pre1_label2_event_trigger,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000048660,zdq,2025_09_26_15_27_09,48.66,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_roll_only,extreme_active,straight,0,-0.0,77.2,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_27_09_vehicle.csv,84b686ee8c05a7d8d5da3e671b3a4a7ef5af33721a469e9b7d40884bca0d41ee,9732,48.66,48.835,0.175,train,train,train,train,692,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,84b686ee8c05a7d8d5da3e671b3a4a7ef5af33721a469e9b7d40884bca0d41ee,1.0,1.0,0.011344865895807743
vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510__pre1_label2_event_trigger,vehicle_instability_allraw__zdq__2025_09_26_15_27_09__000052510,zdq,2025_09_26_15_27_09,52.51,,pre1_label2_event_trigger,-1.0,0.0,0.0,2.0,all_raw_vehicle_dynamic_onset_non_steering,all_raw_detected_vehicle_instability_onset_predict_future_steering_response,instability_ay_roll,extreme_active,straight,0,0.0,91.66,100.0,auto_accept_instability_high,hybrid_accept_high,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,F:\data_set_process\data_process\01_datasets\数据预处理\原始车辆数据\zdq\Entity_Recording_2025_09_26_15_27_09_vehicle.csv,84b686ee8c05a7d8d5da3e671b3a4a7ef5af33721a469e9b7d40884bca0d41ee,10502,52.51,56.97,4.46,train,train,train,train,693,原始车辆数据/zdq/Entity_Recording_2025_09_26_15_27_09_vehicle.csv,84b686ee8c05a7d8d5da3e671b3a4a7ef5af33721a469e9b7d40884bca0d41ee,1.0,1.0,-0.5241219997406006
