sample_id,event_uid,subject,session_stamp,anchor_source,anchor_time_rel_s,anchor_time_abs_s,event_start_rel_s,event_end_rel_s,event_type,event_level,phase_type,road_type_anchor,curvature_anchor,trigger_type,window_config_id,causal_setting,input_start_rel_s,input_end_rel_s,label_start_rel_s,label_end_rel_s,input_abs_start_s,input_abs_end_s,label_abs_start_s,label_abs_end_s,available_modalities,sample_usable_vehicle_minimal,recommended_for_stage3_vehicle_baseline,quality_flags,leakage_flags,window_note,vehicle_input_coverage,vehicle_label_coverage,physio_input_coverage,eeg_input_coverage,vehicle_relative_path,physio_relative_path,eeg_relative_path,vehicle_sha256,physio_sha256,eeg_sha256,label_peak_delta,label_peak_abs_delta,label_peak_time_rel_s,label_peak_direction,label_tail_delta,label_reversal_count_proxy
raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00001,jy,2025_09_26_17_17_11,raw_road_curvature_onset,159.705,1758907191.0259998,159.705,178.18,curve_left_or_positive,extreme,candidate,curve,0.0109030997894435,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758907188.0259998,1758907191.0259998,1758907191.0259998,1758907194.0259998,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_17_11_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_17_11_eeg.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,16541673f82530b7a691c6218ac92cc2a54ac2086aaf7a9cb866a01c5428573b,8666b5993d4af8f507c550e84752cbf415c01b525b5467a69bd6c2ccf364bfad,-1.035852,1.035852,1.759999999999991,negative,-0.2282882889904903,1.0
raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00002,jy,2025_09_26_17_17_11,raw_road_curvature_onset,361.04,1758907392.3609998,361.04,376.35,curve_right_or_negative,extreme,candidate,curve,-0.0081656799842449,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758907389.3609998,1758907392.3609998,1758907392.3609998,1758907395.3609998,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_17_11_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_17_11_eeg.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,16541673f82530b7a691c6218ac92cc2a54ac2086aaf7a9cb866a01c5428573b,8666b5993d4af8f507c550e84752cbf415c01b525b5467a69bd6c2ccf364bfad,0.2185149960024772,0.2185149960024772,2.1850000000000023,positive,0.0720819960024772,3.0
raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00003,jy,2025_09_26_17_17_11,raw_road_curvature_onset,380.335,1758907411.656,380.335,382.2,curve_left_or_positive,weak,candidate,curve,0.001080969993038,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758907408.656,1758907411.656,1758907411.656,1758907414.656,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_17_11_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_17_11_eeg.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,16541673f82530b7a691c6218ac92cc2a54ac2086aaf7a9cb866a01c5428573b,8666b5993d4af8f507c550e84752cbf415c01b525b5467a69bd6c2ccf364bfad,0.3675661307538611,0.3675661307538611,2.94500000000005,positive,0.3666934307538611,3.0
raw_road_curvature_onset__jy__2025_09_26_17_17_11__00004__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00004,jy,2025_09_26_17_17_11,raw_road_curvature_onset,541.765,1758907573.086,541.765,569.83,curve_right_or_negative,extreme,candidate,curve,-0.0061671198746841,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758907570.086,1758907573.086,1758907573.086,1758907576.086,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_17_11_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_17_11_eeg.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,16541673f82530b7a691c6218ac92cc2a54ac2086aaf7a9cb866a01c5428573b,8666b5993d4af8f507c550e84752cbf415c01b525b5467a69bd6c2ccf364bfad,0.1352634553717817,0.1352634553717817,2.57000000000005,positive,0.0851724553717817,1.0
raw_road_curvature_onset__jy__2025_09_26_17_17_11__00005__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_17_11__00005,jy,2025_09_26_17_17_11,raw_road_curvature_onset,617.165,1758907648.4859998,617.165,624.34,curve_right_or_negative,extreme,candidate,curve,-0.2577184192639879,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758907645.4859998,1758907648.4859998,1758907648.4859998,1758907651.4859998,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_17_11_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_17_11_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_17_11_eeg.csv,b34a48da97fd55e0916d9a604e9f6b1021ef6fbe2809dea1ea9e93abe1c65941,16541673f82530b7a691c6218ac92cc2a54ac2086aaf7a9cb866a01c5428573b,8666b5993d4af8f507c550e84752cbf415c01b525b5467a69bd6c2ccf364bfad,-0.6328550000000001,0.6328550000000001,2.9950000000000045,negative,-0.6328550000000001,2.0
raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00001,jy,2025_09_26_17_29_44,raw_road_curvature_onset,134.66,1758907919.345,134.66,192.66,curve_left_or_positive,extreme,candidate,curve,0.0108981603336035,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758907916.345,1758907919.345,1758907919.345,1758907922.345,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_29_44_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_29_44_eeg.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,2af26fe666fa24ed9b39d974f14b7081ffd87f5fae26e49feb33ceba8ef023aa,555ac0fd1c5093667b682b5c3ae5fe9913a6288d09661b893c5c0e0c7a8855d3,0.8389737506770436,0.8389737506770436,3.0,positive,0.8389737506770436,4.0
raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00002,jy,2025_09_26_17_29_44,raw_road_curvature_onset,332.5,1758908117.185,332.5,350.045,curve_right_or_negative,extreme,candidate,curve,-0.0080608699897005,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758908114.185,1758908117.185,1758908117.185,1758908120.185,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_29_44_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_29_44_eeg.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,2af26fe666fa24ed9b39d974f14b7081ffd87f5fae26e49feb33ceba8ef023aa,555ac0fd1c5093667b682b5c3ae5fe9913a6288d09661b893c5c0e0c7a8855d3,1.065699,1.065699,2.9950000000000045,positive,1.065699,2.0
raw_road_curvature_onset__jy__2025_09_26_17_29_44__00003__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00003,jy,2025_09_26_17_29_44,raw_road_curvature_onset,355.14,1758908139.825,355.14,357.33,curve_left_or_positive,weak,candidate,curve,0.0010841599926565,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758908136.825,1758908139.825,1758908139.825,1758908142.825,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_29_44_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_29_44_eeg.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,2af26fe666fa24ed9b39d974f14b7081ffd87f5fae26e49feb33ceba8ef023aa,555ac0fd1c5093667b682b5c3ae5fe9913a6288d09661b893c5c0e0c7a8855d3,-0.0952949999999999,0.0952949999999999,1.045000000000016,negative,0.0305429999999999,1.0
raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00004,jy,2025_09_26_17_29_44,raw_road_curvature_onset,535.11,1758908319.7949998,535.11,563.915,curve_right_or_negative,extreme,candidate,curve,-0.006163140014114,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758908316.7949998,1758908319.7949998,1758908319.7949998,1758908322.7949998,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_29_44_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_29_44_eeg.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,2af26fe666fa24ed9b39d974f14b7081ffd87f5fae26e49feb33ceba8ef023aa,555ac0fd1c5093667b682b5c3ae5fe9913a6288d09661b893c5c0e0c7a8855d3,0.485725,0.485725,0.8250000000000455,positive,0.1839574,1.0
raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_29_44__00005,jy,2025_09_26_17_29_44,raw_road_curvature_onset,610.785,1758908395.47,610.785,623.4350000000001,curve_left_or_positive,extreme,candidate,curve,0.0189861717085629,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758908392.47,1758908395.47,1758908395.47,1758908398.47,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_29_44_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_29_44_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_29_44_eeg.csv,35d4c3cb2d1a37f82def814bfd3531823ab7a7d6025dc3a1b44643f25e66376a,2af26fe666fa24ed9b39d974f14b7081ffd87f5fae26e49feb33ceba8ef023aa,555ac0fd1c5093667b682b5c3ae5fe9913a6288d09661b893c5c0e0c7a8855d3,0.333532516110974,0.333532516110974,1.490000000000009,positive,0.0602139131241333,6.0
raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00001,jy,2025_09_26_17_40_51,raw_road_curvature_onset,140.08,1758908591.932,140.08,158.625,curve_left_or_positive,extreme,candidate,curve,0.0109042998184245,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758908588.932,1758908591.932,1758908591.932,1758908594.932,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_40_51_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_40_51_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_40_51_eeg.csv,8cdc2a8316610e6519cb65c8da03ebe31072d5934d25309b863c566da5e2c4eb,47e4363d21e7e363b73a86f6e15fafc5b5cababb982bcaa974bf0b1279b7f2d4,8108f772ca964b89c680a9d94c21082ea1a2e69ddf515173cd9d6b3c523d599f,3.21263,3.21263,2.519999999999982,positive,2.95118,2.0
raw_road_curvature_onset__jy__2025_09_26_17_40_51__00002__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00002,jy,2025_09_26_17_40_51,raw_road_curvature_onset,277.835,1758908729.687,277.835,290.295,curve_right_or_negative,extreme,candidate,curve,-0.0080609521390503,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758908726.687,1758908729.687,1758908729.687,1758908732.687,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_40_51_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_40_51_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_40_51_eeg.csv,8cdc2a8316610e6519cb65c8da03ebe31072d5934d25309b863c566da5e2c4eb,47e4363d21e7e363b73a86f6e15fafc5b5cababb982bcaa974bf0b1279b7f2d4,8108f772ca964b89c680a9d94c21082ea1a2e69ddf515173cd9d6b3c523d599f,1.2393578,1.2393578,2.9950000000000045,positive,1.2393578,4.0
raw_road_curvature_onset__jy__2025_09_26_17_40_51__00003__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00003,jy,2025_09_26_17_40_51,raw_road_curvature_onset,294.345,1758908746.197,294.345,296.24,curve_left_or_positive,weak,candidate,curve,0.0010812399986457,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758908743.197,1758908746.197,1758908746.197,1758908749.197,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_40_51_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_40_51_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_40_51_eeg.csv,8cdc2a8316610e6519cb65c8da03ebe31072d5934d25309b863c566da5e2c4eb,47e4363d21e7e363b73a86f6e15fafc5b5cababb982bcaa974bf0b1279b7f2d4,8108f772ca964b89c680a9d94c21082ea1a2e69ddf515173cd9d6b3c523d599f,-0.089361,0.089361,1.0699999999999932,negative,0.0626569999999999,1.0
raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00004,jy,2025_09_26_17_40_51,raw_road_curvature_onset,444.46,1758908896.312,444.46,475.87,curve_right_or_negative,extreme,candidate,curve,-0.0061659866839444,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758908893.312,1758908896.312,1758908896.312,1758908899.312,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_40_51_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_40_51_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_40_51_eeg.csv,8cdc2a8316610e6519cb65c8da03ebe31072d5934d25309b863c566da5e2c4eb,47e4363d21e7e363b73a86f6e15fafc5b5cababb982bcaa974bf0b1279b7f2d4,8108f772ca964b89c680a9d94c21082ea1a2e69ddf515173cd9d6b3c523d599f,0.30648,0.30648,2.009999999999991,positive,0.242601,1.0
raw_road_curvature_onset__jy__2025_09_26_17_40_51__00005__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_40_51__00005,jy,2025_09_26_17_40_51,raw_road_curvature_onset,528.4,1758908980.252,528.4,539.365,curve_right_or_negative,extreme,candidate,curve,-0.350566325407888,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758908977.252,1758908980.252,1758908980.252,1758908983.252,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_40_51_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_40_51_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_40_51_eeg.csv,8cdc2a8316610e6519cb65c8da03ebe31072d5934d25309b863c566da5e2c4eb,47e4363d21e7e363b73a86f6e15fafc5b5cababb982bcaa974bf0b1279b7f2d4,8108f772ca964b89c680a9d94c21082ea1a2e69ddf515173cd9d6b3c523d599f,-0.9035574,0.9035574,0.8400000000000318,negative,-0.6065024099752074,3.0
raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00001,jy,2025_09_26_17_51_46,raw_road_curvature_onset,129.425,1758909235.8779998,129.425,145.0,curve_left_or_positive,extreme,candidate,curve,0.0109046840130101,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758909232.8779998,1758909235.8779998,1758909235.8779998,1758909238.8779998,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_51_46_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_51_46_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_51_46_eeg.csv,9be6b671a8518dcfd7d9faf6184dda1816dfdf52303d86a8f8d0c0f92123e130,b585d96179a83e8b707657602288cde111dd7d380b809d790503c75645c20196,598992fe0fdc7b86c71beaf69ba644d9bb64cb797b0873d6298f18c6253f5905,1.5667721400613237,1.5667721400613237,3.0,positive,1.5667721400613237,3.0
raw_road_curvature_onset__jy__2025_09_26_17_51_46__00002__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00002,jy,2025_09_26_17_51_46,raw_road_curvature_onset,256.95,1758909363.403,256.95,276.52,curve_right_or_negative,extreme,candidate,curve,-0.0080615299511753,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758909360.403,1758909363.403,1758909363.403,1758909366.403,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_51_46_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_51_46_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_51_46_eeg.csv,9be6b671a8518dcfd7d9faf6184dda1816dfdf52303d86a8f8d0c0f92123e130,b585d96179a83e8b707657602288cde111dd7d380b809d790503c75645c20196,598992fe0fdc7b86c71beaf69ba644d9bb64cb797b0873d6298f18c6253f5905,1.4098783605359608,1.4098783605359608,3.0,positive,1.4098783605359608,0.0
raw_road_curvature_onset__jy__2025_09_26_17_51_46__00003__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00003,jy,2025_09_26_17_51_46,raw_road_curvature_onset,281.725,1758909388.1779995,281.725,283.89,curve_left_or_positive,weak,candidate,curve,0.0010842499553711,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758909385.1779995,1758909388.1779995,1758909388.1779995,1758909391.1779995,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_51_46_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_51_46_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_51_46_eeg.csv,9be6b671a8518dcfd7d9faf6184dda1816dfdf52303d86a8f8d0c0f92123e130,b585d96179a83e8b707657602288cde111dd7d380b809d790503c75645c20196,598992fe0fdc7b86c71beaf69ba644d9bb64cb797b0873d6298f18c6253f5905,0.2124062,0.2124062,2.914999999999964,positive,0.1960000999999999,3.0
raw_road_curvature_onset__jy__2025_09_26_17_51_46__00004__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00004,jy,2025_09_26_17_51_46,raw_road_curvature_onset,461.23,1758909567.6829998,461.23,491.72,curve_right_or_negative,extreme,candidate,curve,-0.0061667498195603,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758909564.6829998,1758909567.6829998,1758909567.6829998,1758909570.6829998,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_51_46_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_51_46_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_51_46_eeg.csv,9be6b671a8518dcfd7d9faf6184dda1816dfdf52303d86a8f8d0c0f92123e130,b585d96179a83e8b707657602288cde111dd7d380b809d790503c75645c20196,598992fe0fdc7b86c71beaf69ba644d9bb64cb797b0873d6298f18c6253f5905,0.2878037539755426,0.2878037539755426,3.0,positive,0.2878037539755426,3.0
raw_road_curvature_onset__jy__2025_09_26_17_51_46__00005__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_17_51_46__00005,jy,2025_09_26_17_51_46,raw_road_curvature_onset,539.235,1758909645.6879995,539.235,551.96,curve_left_or_positive,extreme,candidate,curve,0.0194410771172677,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758909642.6879995,1758909645.6879995,1758909645.6879995,1758909648.6879995,"vehicle,physio,eeg",True,True,eeg_low_valid;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_17_51_46_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_17_51_46_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_17_51_46_eeg.csv,9be6b671a8518dcfd7d9faf6184dda1816dfdf52303d86a8f8d0c0f92123e130,b585d96179a83e8b707657602288cde111dd7d380b809d790503c75645c20196,598992fe0fdc7b86c71beaf69ba644d9bb64cb797b0873d6298f18c6253f5905,-0.1110029626951542,0.1110029626951542,3.0,negative,-0.1110029626951542,1.0
raw_road_curvature_onset__jy__2025_09_26_18_01_40__00001__pre3_label3_response_coverage,raw_road_curvature_onset__jy__2025_09_26_18_01_40__00001,jy,2025_09_26_18_01_40,raw_road_curvature_onset,136.68,1758909837.4670002,136.68,155.77,curve_left_or_positive,extreme,candidate,curve,0.0109099994644032,raw_curvature_threshold,pre3_label3_response_coverage,event_trigger_predict_full_future_longer_context,-3.0,0.0,0.0,3.0,1758909834.4670002,1758909837.4670002,1758909837.4670002,1758909840.4670002,"vehicle,physio,eeg",True,True,eeg_low_valid;eeg_zero_dt;physio_low_valid;physio_zero_dt;vehicle_low_valid;vehicle_zero_dt,low_if_road_context_available_before_response,3s pre input and 3s future label for response-coverage audit,1.0,1.0,1.0,1.0,原始车辆数据/jy/Entity_Recording_2025_09_26_18_01_40_vehicle.csv,原始生理数据/jy/Entity_Recording_2025_09_26_18_01_40_physio.csv,原始脑电数据/jy/Entity_Recording_2025_09_26_18_01_40_eeg.csv,4cec057f18b8e18b438e62a5356aac62e02d69f2b03c2e67e5bdf8490d92a5d2,bd7658334fe65f481c3f45213cff737d06507861ebfc0650963853b1c38c9a03,7310d0563237724e41aeaf9ea0c6bcd7c3359a97310adc86a84915dca1246780,2.49233,2.49233,2.5749999999999886,positive,2.43578,6.0
