array_row,sample_id,event_uid,subject,session_stamp,anchor_time_rel_s,anchor_time_abs_s,window_config_id,vehicle_raw_relative_path,vehicle_raw_sha256,input_valid_ratio,label_valid_ratio,anchor_steer
186,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00004__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00004,rjy,2025_09_28_20_02_20,559.36,1759090299.911,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,1.0,1.0,-0.03909539431333542
187,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00005__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00005,rjy,2025_09_28_20_02_20,565.92,1759090306.4710002,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,1.0,1.0,0.3881610035896301
188,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00006__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_02_20__00006,rjy,2025_09_28_20_02_20,721.575,1759090462.1260002,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_02_20_vehicle.csv,33ef0d599b2ccd1b84d498caffb5fff7666013196faaaa8a9934cfdc57e22346,1.0,1.0,-0.43842700123786926
189,raw_road_curvature_onset__rjy__2025_09_28_20_15_42__00001__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_15_42__00001,rjy,2025_09_28_20_15_42,143.78,1759090686.4529998,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,1.0,1.0,-0.6014403104782104
190,raw_road_curvature_onset__rjy__2025_09_28_20_15_42__00002__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_15_42__00002,rjy,2025_09_28_20_15_42,328.595,1759090871.268,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,1.0,1.0,-0.03682646155357361
191,raw_road_curvature_onset__rjy__2025_09_28_20_15_42__00003__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_15_42__00003,rjy,2025_09_28_20_15_42,347.32,1759090889.9929998,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,1.0,1.0,-0.32148998975753784
192,raw_road_curvature_onset__rjy__2025_09_28_20_15_42__00004__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_15_42__00004,rjy,2025_09_28_20_15_42,504.38,1759091047.053,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,1.0,1.0,-0.09320060163736343
193,raw_road_curvature_onset__rjy__2025_09_28_20_15_42__00005__pre3_label3_response_coverage,raw_road_curvature_onset__rjy__2025_09_28_20_15_42__00005,rjy,2025_09_28_20_15_42,581.8100000000001,1759091124.4829998,pre3_label3_response_coverage,原始车辆数据/rjy/Entity_Recording_2025_09_28_20_15_42_vehicle.csv,ec20c18f4693dd1c278921d576601c0c8d734912a407db081977d5da990e7817,1.0,1.0,-0.9091426134109497
194,raw_road_curvature_onset__txj__2025_09_27_08_40_46__00001__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_08_40_46__00001,txj,2025_09_27_08_40_46,197.89,1758962644.8820002,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,1.0,1.0,-1.1768800020217896
195,raw_road_curvature_onset__txj__2025_09_27_08_40_46__00002__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_08_40_46__00002,txj,2025_09_27_08_40_46,349.315,1758962796.3070002,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,1.0,1.0,0.10629090666770935
196,raw_road_curvature_onset__txj__2025_09_27_08_40_46__00003__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_08_40_46__00003,txj,2025_09_27_08_40_46,369.115,1758962816.107,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,1.0,1.0,-1.015429973602295
197,raw_road_curvature_onset__txj__2025_09_27_08_40_46__00004__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_08_40_46__00004,txj,2025_09_27_08_40_46,626.98,1758963073.972,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,1.0,1.0,-0.062482800334692
198,raw_road_curvature_onset__txj__2025_09_27_08_40_46__00005__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_08_40_46__00005,txj,2025_09_27_08_40_46,705.24,1758963152.232,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_08_40_46_vehicle.csv,038a1a948db349e9c2765b83e4de7766c763c2bf68c487b92fc9fb83e56d8f83,1.0,1.0,-0.4265579879283905
199,raw_road_curvature_onset__txj__2025_09_27_08_53_44__00001__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_08_53_44__00001,txj,2025_09_27_08_53_44,150.61,1758963375.127,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,1.0,1.0,-0.41975200176239014
200,raw_road_curvature_onset__txj__2025_09_27_08_53_44__00002__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_08_53_44__00002,txj,2025_09_27_08_53_44,349.265,1758963573.782,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,1.0,1.0,0.023910999298095703
201,raw_road_curvature_onset__txj__2025_09_27_08_53_44__00003__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_08_53_44__00003,txj,2025_09_27_08_53_44,369.355,1758963593.872,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,1.0,1.0,-0.15044699609279633
202,raw_road_curvature_onset__txj__2025_09_27_08_53_44__00004__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_08_53_44__00004,txj,2025_09_27_08_53_44,571.78,1758963796.297,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,1.0,1.0,0.02094399929046631
203,raw_road_curvature_onset__txj__2025_09_27_08_53_44__00005__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_08_53_44__00005,txj,2025_09_27_08_53_44,657.3000000000001,1758963881.817,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_08_53_44_vehicle.csv,45dd2a65495e9fa1bc4319913c4d3559c3fa9fccb8be5b136ce4ceb8ce397910,1.0,1.0,-0.22514699399471283
204,raw_road_curvature_onset__txj__2025_09_27_09_06_19__00001__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_06_19__00001,txj,2025_09_27_09_06_19,148.995,1758964128.2719998,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,1.0,1.0,-1.4454796314239502
205,raw_road_curvature_onset__txj__2025_09_27_09_06_19__00002__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_06_19__00002,txj,2025_09_27_09_06_19,300.095,1758964279.372,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,1.0,1.0,0.013962569646537304
206,raw_road_curvature_onset__txj__2025_09_27_09_06_19__00003__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_06_19__00003,txj,2025_09_27_09_06_19,318.975,1758964298.252,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,1.0,1.0,-0.40858200192451477
207,raw_road_curvature_onset__txj__2025_09_27_09_06_19__00004__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_06_19__00004,txj,2025_09_27_09_06_19,509.75,1758964489.027,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,1.0,1.0,-0.16196699440479279
208,raw_road_curvature_onset__txj__2025_09_27_09_06_19__00005__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_06_19__00005,txj,2025_09_27_09_06_19,609.19,1758964588.467,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_06_19_vehicle.csv,9dc9b2b49d4887358c963988e6783766b6807729011f0d48f6fe857180b0dd86,1.0,1.0,-0.6304129958152771
209,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00001__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00001,txj,2025_09_27_09_17_11,137.17000000000002,1758964768.558,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_17_11_vehicle.csv,35314d52e160ca04cc923db50d18ecae69cc095b4f372529e93a8c17fc54a61d,1.0,1.0,-2.0247600078582764
210,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00002__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00002,txj,2025_09_27_09_17_11,204.945,1758964836.333,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_17_11_vehicle.csv,35314d52e160ca04cc923db50d18ecae69cc095b4f372529e93a8c17fc54a61d,1.0,1.0,0.3731510043144226
211,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00003__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00003,txj,2025_09_27_09_17_11,361.905,1758964993.293,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_17_11_vehicle.csv,35314d52e160ca04cc923db50d18ecae69cc095b4f372529e93a8c17fc54a61d,1.0,1.0,-0.11379499733448029
212,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00004__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00004,txj,2025_09_27_09_17_11,381.355,1758965012.743,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_17_11_vehicle.csv,35314d52e160ca04cc923db50d18ecae69cc095b4f372529e93a8c17fc54a61d,1.0,1.0,0.040317099541425705
213,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00005__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00005,txj,2025_09_27_09_17_11,535.7,1758965167.088,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_17_11_vehicle.csv,35314d52e160ca04cc923db50d18ecae69cc095b4f372529e93a8c17fc54a61d,1.0,1.0,0.24521900713443756
214,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00006__pre3_label3_response_coverage,raw_road_curvature_onset__txj__2025_09_27_09_17_11__00006,txj,2025_09_27_09_17_11,600.17,1758965231.558,pre3_label3_response_coverage,原始车辆数据/txj/Entity_Recording_2025_09_27_09_17_11_vehicle.csv,35314d52e160ca04cc923db50d18ecae69cc095b4f372529e93a8c17fc54a61d,1.0,1.0,-0.6466436982154846
215,raw_road_curvature_onset__tyy__2025_09_28_14_23_43__00001__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_23_43__00001,tyy,2025_09_28_14_23_43,177.51,1759069601.215,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_23_43_vehicle.csv,51eaed96db7a8b4c379c1557cf71a7a4572f4d6fb4588403d0914cb4e3442e00,1.0,1.0,-0.8375830054283142
216,raw_road_curvature_onset__tyy__2025_09_28_14_23_43__00002__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_23_43__00002,tyy,2025_09_28_14_23_43,348.25,1759069771.955,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_23_43_vehicle.csv,51eaed96db7a8b4c379c1557cf71a7a4572f4d6fb4588403d0914cb4e3442e00,1.0,1.0,0.16196554899215698
217,raw_road_curvature_onset__tyy__2025_09_28_14_23_43__00003__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_23_43__00003,tyy,2025_09_28_14_23_43,480.16,1759069903.865,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_23_43_vehicle.csv,51eaed96db7a8b4c379c1557cf71a7a4572f4d6fb4588403d0914cb4e3442e00,1.0,1.0,-0.1968729943037033
218,raw_road_curvature_onset__tyy__2025_09_28_14_23_43__00004__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_23_43__00004,tyy,2025_09_28_14_23_43,789.155,1759070212.86,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_23_43_vehicle.csv,51eaed96db7a8b4c379c1557cf71a7a4572f4d6fb4588403d0914cb4e3442e00,1.0,1.0,0.08569569885730743
219,raw_road_curvature_onset__tyy__2025_09_28_14_40_01__00001__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_40_01__00001,tyy,2025_09_28_14_40_01,166.515,1759070568.644,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_40_01_vehicle.csv,1a2517b443af923a89487be766c9cabc7db60214e7a517280d728e5af2cb5a4f,1.0,1.0,-0.46495598554611206
220,raw_road_curvature_onset__tyy__2025_09_28_14_44_09__00001__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_44_09__00001,tyy,2025_09_28_14_44_09,145.32500000000002,1759070794.7280002,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,1.0,1.0,-0.2661629915237427
221,raw_road_curvature_onset__tyy__2025_09_28_14_44_09__00002__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_44_09__00002,tyy,2025_09_28_14_44_09,177.81,1759070827.213,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,1.0,1.0,-0.0820305123925209
222,raw_road_curvature_onset__tyy__2025_09_28_14_44_09__00003__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_44_09__00003,tyy,2025_09_28_14_44_09,371.855,1759071021.258,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,1.0,1.0,-0.0832521989941597
223,raw_road_curvature_onset__tyy__2025_09_28_14_44_09__00004__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_44_09__00004,tyy,2025_09_28_14_44_09,472.77,1759071122.173,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_44_09_vehicle.csv,59415e702283573a11af78dfcf113ceeca7f395adbac9aa2e6327363c327ba55,1.0,1.0,-0.07976146042346954
224,raw_road_curvature_onset__tyy__2025_09_28_14_57_17__00001__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_57_17__00001,tyy,2025_09_28_14_57_17,159.47,1759071596.9800005,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,1.0,1.0,0.6646209955215454
225,raw_road_curvature_onset__tyy__2025_09_28_14_57_17__00002__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_57_17__00002,tyy,2025_09_28_14_57_17,325.145,1759071762.6550002,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,1.0,1.0,0.22409994900226593
226,raw_road_curvature_onset__tyy__2025_09_28_14_57_17__00003__pre3_label3_response_coverage,raw_road_curvature_onset__tyy__2025_09_28_14_57_17__00003,tyy,2025_09_28_14_57_17,351.695,1759071789.2050002,pre3_label3_response_coverage,原始车辆数据/tyy/Entity_Recording_2025_09_28_14_57_17_vehicle.csv,dd1127e5cf3742fe46c2d55e839261b79b041c5e7825193aec04e11d57df8d54,1.0,1.0,-0.052534401416778564
227,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00001__pre3_label3_response_coverage,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00001,xst,2025_09_26_11_34_18,146.87,1758886605.7599998,pre3_label3_response_coverage,原始车辆数据/xst/Entity_Recording_2025_09_26_11_34_18_vehicle.csv,ffcc68f826fe7e4441bbce95d509e7ab871ea89bf676c3c0f91a85a242912822,1.0,1.0,-0.7646290063858032
228,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00002__pre3_label3_response_coverage,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00002,xst,2025_09_26_11_34_18,404.18,1758886863.07,pre3_label3_response_coverage,原始车辆数据/xst/Entity_Recording_2025_09_26_11_34_18_vehicle.csv,ffcc68f826fe7e4441bbce95d509e7ab871ea89bf676c3c0f91a85a242912822,1.0,1.0,0.06492629647254944
229,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00003__pre3_label3_response_coverage,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00003,xst,2025_09_26_11_34_18,428.415,1758886887.3049998,pre3_label3_response_coverage,原始车辆数据/xst/Entity_Recording_2025_09_26_11_34_18_vehicle.csv,ffcc68f826fe7e4441bbce95d509e7ab871ea89bf676c3c0f91a85a242912822,1.0,1.0,-0.08098330348730087
230,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00004__pre3_label3_response_coverage,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00004,xst,2025_09_26_11_34_18,614.88,1758887073.77,pre3_label3_response_coverage,原始车辆数据/xst/Entity_Recording_2025_09_26_11_34_18_vehicle.csv,ffcc68f826fe7e4441bbce95d509e7ab871ea89bf676c3c0f91a85a242912822,1.0,1.0,-0.09442230314016342
231,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00005__pre3_label3_response_coverage,raw_road_curvature_onset__xst__2025_09_26_11_34_18__00005,xst,2025_09_26_11_34_18,695.9350000000001,1758887154.8249998,pre3_label3_response_coverage,原始车辆数据/xst/Entity_Recording_2025_09_26_11_34_18_vehicle.csv,ffcc68f826fe7e4441bbce95d509e7ab871ea89bf676c3c0f91a85a242912822,1.0,1.0,-0.2120581716299057
232,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00001__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00001,yyl,2025_09_28_09_14_23,223.775,1759051088.114,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_14_23_vehicle.csv,80bc3ac6a586dcdb7d352958d225aa83d7b409ac15c4b4624e5df06adb176158,1.0,1.0,-1.2498301267623901
233,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00002__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00002,yyl,2025_09_28_09_14_23,487.675,1759051352.014,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_14_23_vehicle.csv,80bc3ac6a586dcdb7d352958d225aa83d7b409ac15c4b4624e5df06adb176158,1.0,1.0,0.14800399541854858
234,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00003__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00003,yyl,2025_09_28_09_14_23,506.785,1759051371.124,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_14_23_vehicle.csv,80bc3ac6a586dcdb7d352958d225aa83d7b409ac15c4b4624e5df06adb176158,1.0,1.0,-0.17121699452400208
235,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00004__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00004,yyl,2025_09_28_09_14_23,671.405,1759051535.744,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_14_23_vehicle.csv,80bc3ac6a586dcdb7d352958d225aa83d7b409ac15c4b4624e5df06adb176158,1.0,1.0,0.028274333104491234
236,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00005__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_14_23__00005,yyl,2025_09_28_09_14_23,750.96,1759051615.299,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_14_23_vehicle.csv,80bc3ac6a586dcdb7d352958d225aa83d7b409ac15c4b4624e5df06adb176158,1.0,1.0,-1.317199945449829
237,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00001__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00001,yyl,2025_09_28_09_29_01,149.125,1759051890.698,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_29_01_vehicle.csv,3de1ae55d57dc132ce70fcb32d92de10d5d75309038b012cf5123e4f16b4b504,1.0,1.0,-1.1320199966430664
238,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00002__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00002,yyl,2025_09_28_09_29_01,293.09000000000003,1759052034.663,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_29_01_vehicle.csv,3de1ae55d57dc132ce70fcb32d92de10d5d75309038b012cf5123e4f16b4b504,1.0,1.0,-0.0017453300533816218
239,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00003,yyl,2025_09_28_09_29_01,312.925,1759052054.498,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_29_01_vehicle.csv,3de1ae55d57dc132ce70fcb32d92de10d5d75309038b012cf5123e4f16b4b504,1.0,1.0,-0.27907800674438477
240,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00004,yyl,2025_09_28_09_29_01,482.515,1759052224.088,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_29_01_vehicle.csv,3de1ae55d57dc132ce70fcb32d92de10d5d75309038b012cf5123e4f16b4b504,1.0,1.0,-0.2108359932899475
241,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_29_01__00005,yyl,2025_09_28_09_29_01,554.75,1759052296.323,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_29_01_vehicle.csv,3de1ae55d57dc132ce70fcb32d92de10d5d75309038b012cf5123e4f16b4b504,1.0,1.0,-0.337022989988327
242,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00001,yyl,2025_09_28_09_39_01,144.715,1759052486.654,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_39_01_vehicle.csv,08e893cf7dda234d56740bce279b4f199ef4b459524f714469a692f5407d2cdc,1.0,1.0,-0.46198898553848267
243,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00002,yyl,2025_09_28_09_39_01,292.515,1759052634.4540002,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_39_01_vehicle.csv,08e893cf7dda234d56740bce279b4f199ef4b459524f714469a692f5407d2cdc,1.0,1.0,-0.26825761795043945
244,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00003,yyl,2025_09_28_09_39_01,312.385,1759052654.324,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_39_01_vehicle.csv,08e893cf7dda234d56740bce279b4f199ef4b459524f714469a692f5407d2cdc,1.0,1.0,-0.3529059886932373
245,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00004,yyl,2025_09_28_09_39_01,479.515,1759052821.4540002,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_39_01_vehicle.csv,08e893cf7dda234d56740bce279b4f199ef4b459524f714469a692f5407d2cdc,1.0,1.0,-0.17907099425792694
246,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_39_01__00005,yyl,2025_09_28_09_39_01,551.5550000000001,1759052893.4940002,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_39_01_vehicle.csv,08e893cf7dda234d56740bce279b4f199ef4b459524f714469a692f5407d2cdc,1.0,1.0,-0.4647809863090515
247,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00001,yyl,2025_09_28_09_49_11,135.23,1759053086.65,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,1e3806d86e15e3caea58ca610f6ee8cb5b2550b33764331a2cda1e29e1483843,1.0,1.0,-0.8510230183601379
248,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002__pre3_label3_response_coverage,raw_road_curvature_onset__yyl__2025_09_28_09_49_11__00002,yyl,2025_09_28_09_49_11,269.56,1759053220.98,pre3_label3_response_coverage,原始车辆数据/yyl/Entity_Recording_2025_09_28_09_49_11_vehicle.csv,1e3806d86e15e3caea58ca610f6ee8cb5b2550b33764331a2cda1e29e1483843,1.0,1.0,0.04729840159416199
